diagnosis,finding,evoking_strength,frequency
"Malignant neoplasm of liver, primary",leg pain,1,0.125
"Malignant neoplasm of liver, primary",joint pain,1,0.125
"Pneumonia, organism unspecified",shortness of breath,1,0.18181818181818182
"Pneumonia, organism unspecified",cough,1,0.18181818181818182
"Pneumonia, organism unspecified",diarrhea,1,0.09090909090909091
"Pneumonia, organism unspecified",wheezing,1,0.2727272727272727
"Pneumonia, organism unspecified",abdominal pain,1,0.09090909090909091
"Pneumonia, organism unspecified",dizziness,1,0.09090909090909091
"Pneumonia, organism unspecified",fatigue,1,0.09090909090909091
Unspecified chronic gastritis without bleeding,shortness of breath,1,0.2
Unspecified chronic gastritis without bleeding,nausea and vomiting,1,0.2
Unspecified chronic gastritis without bleeding,cough,1,0.2
Unspecified chronic gastritis without bleeding,diarrhea,1,0.2
Unspecified chronic gastritis without bleeding,abdominal pain,1,0.2
Type 2 diabetes mellitus with other diabetic ophthalmic complication,leg swelling,1,0.25
Type 2 diabetes mellitus with other diabetic ophthalmic complication,shortness of breath,1,0.25
Type 2 diabetes mellitus with other diabetic ophthalmic complication,abdominal pain,1,0.25
Type 2 diabetes mellitus with other diabetic ophthalmic complication,blood clots,1,0.25
Impotence of organic origin,blood clots,1,0.5
Impotence of organic origin,leg pain,1,0.5
"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled",abdominal pain,1,1.0
"Body Mass Index 31.0-31.9, adult",shortness of breath,1,0.3333333333333333
"Body Mass Index 31.0-31.9, adult",abdominal pain,1,0.3333333333333333
"Body Mass Index 31.0-31.9, adult",diarrhea,1,0.3333333333333333
Rheumatic disorders of both mitral and tricuspid valves,shortness of breath,1,0.25
Rheumatic disorders of both mitral and tricuspid valves,headache,1,0.25
Rheumatic disorders of both mitral and tricuspid valves,abdominal pain,1,0.25
Rheumatic disorders of both mitral and tricuspid valves,diarrhea,1,0.25
Other and unspecified mycoses,shortness of breath,1,0.16666666666666666
Other and unspecified mycoses,cough,1,0.16666666666666666
Other and unspecified mycoses,diarrhea,1,0.16666666666666666
Other and unspecified mycoses,headache,1,0.16666666666666666
Other and unspecified mycoses,abdominal pain,1,0.16666666666666666
Other and unspecified mycoses,night sweats,1,0.16666666666666666
Personal history of malignant neoplasm of larynx,wheezing,1,0.3333333333333333
Personal history of malignant neoplasm of larynx,abdominal pain,1,0.3333333333333333
Personal history of malignant neoplasm of larynx,cough,1,0.3333333333333333
Tension headache,diarrhea,1,0.5
Tension headache,cough,1,0.5
Takotsubo syndrome,shortness of breath,1,0.2
Takotsubo syndrome,dizziness,1,0.2
Takotsubo syndrome,cough,1,0.2
Takotsubo syndrome,fatigue,1,0.2
Takotsubo syndrome,shoulder pain,1,0.2
Hypertensive heart disease with heart failure,shortness of breath,1,0.14285714285714285
Hypertensive heart disease with heart failure,cough,1,0.14285714285714285
Hypertensive heart disease with heart failure,diarrhea,1,0.14285714285714285
Hypertensive heart disease with heart failure,headache,1,0.14285714285714285
Hypertensive heart disease with heart failure,abdominal pain,1,0.14285714285714285
Hypertensive heart disease with heart failure,night sweats,1,0.14285714285714285
Hypertensive heart disease with heart failure,leg swelling,1,0.14285714285714285
Hemorrhage from other sites in respiratory passages,shortness of breath,1,1.0
"Esophageal varices in diseases classified elsewhere, without mention of bleeding",cough,1,1.0
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",abdominal pain,1,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",vaginal discharge,1,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",shortness of breath,1,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",fatigue,1,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",eosinophilia,1,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",diarrhea,1,0.14285714285714285
"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",leg swelling,1,0.14285714285714285
Mobitz (type) II atrioventricular block,abdominal pain,1,1.0
"Body mass index [BMI] 28.0-28.9, adult",shortness of breath,1,0.3333333333333333
"Body mass index [BMI] 28.0-28.9, adult",wheezing,1,0.3333333333333333
"Body mass index [BMI] 28.0-28.9, adult",abdominal pain,1,0.3333333333333333
Personal history of sudden cardiac arrest,diarrhea,1,0.2
Personal history of sudden cardiac arrest,cough,1,0.4
Personal history of sudden cardiac arrest,shortness of breath,1,0.2
Personal history of sudden cardiac arrest,abdominal pain,1,0.2
"Cannabis abuse, unspecified",headache,1,0.5
"Cannabis abuse, unspecified",numbness,1,0.5
Acute posthemorrhagic anemia,shortness of breath,1,0.4
Acute posthemorrhagic anemia,fatigue,1,0.2
Acute posthemorrhagic anemia,leg swelling,1,0.2
Acute posthemorrhagic anemia,dizziness,1,0.2
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",shortness of breath,1,0.16666666666666666
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",cough,1,0.16666666666666666
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",diarrhea,1,0.16666666666666666
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",headache,1,0.16666666666666666
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",wheezing,1,0.16666666666666666
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",night sweats,1,0.16666666666666666
Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,shortness of breath,1,0.5
Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,cough,1,0.5
Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle,headache,1,1.0
Acute on chronic systolic heart failure,shortness of breath,1,0.3333333333333333
Acute on chronic systolic heart failure,cough,1,0.3333333333333333
Acute on chronic systolic heart failure,fatigue,1,0.3333333333333333
Trigeminal neuralgia,shortness of breath,1,0.14285714285714285
Trigeminal neuralgia,dizziness,1,0.14285714285714285
Trigeminal neuralgia,fatigue,1,0.14285714285714285
Trigeminal neuralgia,cough,1,0.14285714285714285
Trigeminal neuralgia,eosinophilia,1,0.14285714285714285
Trigeminal neuralgia,diarrhea,1,0.14285714285714285
Trigeminal neuralgia,headache,1,0.14285714285714285
"Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified",headache,1,1.0
Personal history of other diseases of the circulatory system,shortness of breath,1,0.25
Personal history of other diseases of the circulatory system,nasal congestion,1,0.25
Personal history of other diseases of the circulatory system,diarrhea,1,0.25
Personal history of other diseases of the circulatory system,cough,1,0.25
Chronic diastolic heart failure,nausea and vomiting,1,0.0625
Chronic diastolic heart failure,diarrhea,1,0.1875
Chronic diastolic heart failure,shortness of breath,1,0.125
Chronic diastolic heart failure,cough,1,0.125
Chronic diastolic heart failure,headache,1,0.125
Chronic diastolic heart failure,abdominal pain,1,0.125
Chronic diastolic heart failure,night sweats,1,0.125
Chronic diastolic heart failure,dizziness,1,0.0625
Chronic diastolic heart failure,numbness,1,0.0625
"Major depressive affective disorder, single episode, unspecified",wheezing,1,0.25
"Major depressive affective disorder, single episode, unspecified",abdominal pain,1,0.25
"Major depressive affective disorder, single episode, unspecified",cough,1,0.25
"Major depressive affective disorder, single episode, unspecified",diarrhea,1,0.25
Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause,shortness of breath,1,0.5
Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause,cough,1,0.5
"Fall from other slipping, tripping, or stumbling",shortness of breath,1,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",cough,1,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",diarrhea,1,0.2222222222222222
"Fall from other slipping, tripping, or stumbling",headache,1,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",abdominal pain,1,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",night sweats,1,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",numbness,1,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",hip pain,1,0.1111111111111111
Severe sepsis without septic shock,cough,1,1.0
Chronic combined systolic and diastolic heart failure,dizziness,1,1.0
Awaiting organ transplant status,nasal congestion,1,0.3333333333333333
Awaiting organ transplant status,dizziness,1,0.3333333333333333
Awaiting organ transplant status,cough,1,0.3333333333333333
Bacteremia,shortness of breath,1,0.2
Bacteremia,cough,1,0.2
Bacteremia,breast rash,1,0.2
Bacteremia,diarrhea,1,0.2
Bacteremia,wheezing,1,0.2
Psoriatic arthropathy,shortness of breath,1,0.1
Psoriatic arthropathy,cough,1,0.1
Psoriatic arthropathy,foot pain,1,0.1
Psoriatic arthropathy,blood clots,1,0.1
Psoriatic arthropathy,diarrhea,1,0.1
Psoriatic arthropathy,hip pain,1,0.1
Psoriatic arthropathy,headache,1,0.1
Psoriatic arthropathy,abdominal pain,1,0.1
Psoriatic arthropathy,joint pain,1,0.1
Psoriatic arthropathy,night sweats,1,0.1
Anemia in other chronic diseases classified elsewhere,cough,1,0.14285714285714285
Anemia in other chronic diseases classified elsewhere,abdominal pain,1,0.2857142857142857
Anemia in other chronic diseases classified elsewhere,night sweats,1,0.14285714285714285
Anemia in other chronic diseases classified elsewhere,diarrhea,1,0.14285714285714285
Anemia in other chronic diseases classified elsewhere,shortness of breath,1,0.14285714285714285
Anemia in other chronic diseases classified elsewhere,wheezing,1,0.14285714285714285
Diverticulosis of colon (without mention of hemorrhage),shortness of breath,1,0.2
Diverticulosis of colon (without mention of hemorrhage),cough,1,0.2
Diverticulosis of colon (without mention of hemorrhage),diarrhea,1,0.2
Diverticulosis of colon (without mention of hemorrhage),wheezing,1,0.2
Diverticulosis of colon (without mention of hemorrhage),abdominal pain,1,0.2
Right bundle branch block,shortness of breath,1,0.25
Right bundle branch block,dizziness,1,0.25
Right bundle branch block,fatigue,1,0.25
Right bundle branch block,cough,1,0.25
Personal history of other malignant neoplasm of stomach,diarrhea,1,0.5
Personal history of other malignant neoplasm of stomach,cough,1,0.5
Ulcer of other part of foot,foot pain,1,1.0
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],shortness of breath,1,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],cough,1,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],diarrhea,1,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],vaginal bleeding,1,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],headache,1,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],wheezing,1,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],abdominal pain,1,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],night sweats,1,0.125
"Edema, unspecified",shortness of breath,1,0.16666666666666666
"Edema, unspecified",dizziness,1,0.16666666666666666
"Edema, unspecified",cough,1,0.16666666666666666
"Edema, unspecified",headache,1,0.16666666666666666
"Edema, unspecified",abdominal pain,1,0.16666666666666666
"Edema, unspecified",numbness,1,0.16666666666666666
"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",pelvic pain,1,0.25
"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",dizziness,1,0.25
"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",diarrhea,1,0.25
"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",shortness of breath,1,0.25
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,shortness of breath,1,0.18181818181818182
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,cough,1,0.09090909090909091
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,diarrhea,1,0.18181818181818182
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,headache,1,0.18181818181818182
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,abdominal pain,1,0.18181818181818182
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,night sweats,1,0.18181818181818182
Acquired absence of both cervix and uterus,shortness of breath,1,0.09090909090909091
Acquired absence of both cervix and uterus,cough,1,0.18181818181818182
Acquired absence of both cervix and uterus,diarrhea,1,0.18181818181818182
Acquired absence of both cervix and uterus,wheezing,1,0.09090909090909091
Acquired absence of both cervix and uterus,abdominal pain,1,0.18181818181818182
Acquired absence of both cervix and uterus,joint pain,1,0.09090909090909091
Acquired absence of both cervix and uterus,night sweats,1,0.09090909090909091
Acquired absence of both cervix and uterus,dizziness,1,0.09090909090909091
Tubal pregnancy without intrauterine pregnancy,dizziness,1,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,diarrhea,1,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,vaginal discharge,1,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,vaginal bleeding,1,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,headache,1,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,abdominal pain,1,0.16666666666666666
Long QT syndrome,diarrhea,1,0.3333333333333333
Long QT syndrome,fatigue,1,0.3333333333333333
Long QT syndrome,cough,1,0.3333333333333333
Frequency of micturition,cough,1,0.16666666666666666
Frequency of micturition,diarrhea,1,0.16666666666666666
Frequency of micturition,headache,1,0.16666666666666666
Frequency of micturition,numbness,1,0.16666666666666666
Frequency of micturition,abdominal pain,1,0.16666666666666666
Frequency of micturition,night sweats,1,0.16666666666666666
"Fever, unspecified",shortness of breath,1,0.14285714285714285
"Fever, unspecified",cough,1,0.14285714285714285
"Fever, unspecified",diarrhea,1,0.14285714285714285
"Fever, unspecified",headache,1,0.14285714285714285
"Fever, unspecified",abdominal pain,1,0.14285714285714285
"Fever, unspecified",high white blood cell count,1,0.14285714285714285
"Fever, unspecified",night sweats,1,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",shortness of breath,1,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",cough,1,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",hip pain,1,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",diarrhea,1,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",headache,1,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",numbness,1,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",night sweats,1,0.14285714285714285
Unspecified macular degeneration,shortness of breath,1,0.2
Unspecified macular degeneration,cough,1,0.2
Unspecified macular degeneration,runny nose,1,0.2
Unspecified macular degeneration,headache,1,0.2
Unspecified macular degeneration,abdominal pain,1,0.2
Other and unspecified Escherichia coli [E. coli],shortness of breath,1,0.125
Other and unspecified Escherichia coli [E. coli],cough,1,0.125
Other and unspecified Escherichia coli [E. coli],breast lumps,1,0.125
Other and unspecified Escherichia coli [E. coli],diarrhea,1,0.125
Other and unspecified Escherichia coli [E. coli],headache,1,0.125
Other and unspecified Escherichia coli [E. coli],wheezing,1,0.125
Other and unspecified Escherichia coli [E. coli],abdominal pain,1,0.125
Other and unspecified Escherichia coli [E. coli],night sweats,1,0.125
"Body mass index [BMI] 27.0-27.9, adult",abdominal pain,1,0.5
"Body mass index [BMI] 27.0-27.9, adult",vaginal discharge,1,0.5
"Chronic kidney disease, stage 4 (severe)",blood clots,1,0.5
"Chronic kidney disease, stage 4 (severe)",diarrhea,1,0.5
Dehydration,shortness of breath,1,0.2
Dehydration,nausea and vomiting,1,0.1
Dehydration,diarrhea,1,0.1
Dehydration,numbness,1,0.1
Dehydration,abdominal pain,1,0.1
Dehydration,headache,1,0.2
Dehydration,dizziness,1,0.1
Dehydration,cough,1,0.1
"Acute myeloblastic leukemia, in relapse",dizziness,1,0.25
"Acute myeloblastic leukemia, in relapse",headache,1,0.25
"Acute myeloblastic leukemia, in relapse",diarrhea,1,0.25
"Acute myeloblastic leukemia, in relapse",fatigue,1,0.25
Chronic hepatitis C with hepatic coma,runny nose,1,0.3333333333333333
Chronic hepatitis C with hepatic coma,numbness,1,0.3333333333333333
Chronic hepatitis C with hepatic coma,cough,1,0.3333333333333333
Umbilical hernia without mention of obstruction or gangrene,abdominal pain,1,0.5
Umbilical hernia without mention of obstruction or gangrene,cough,1,0.5
Neoplasm of uncertain behavior of other and unspecified male genital organs,leg pain,1,0.5
Neoplasm of uncertain behavior of other and unspecified male genital organs,shoulder pain,1,0.5
Acute kidney failure with lesion of tubular necrosis,headache,1,0.25
Acute kidney failure with lesion of tubular necrosis,abdominal pain,1,0.25
Acute kidney failure with lesion of tubular necrosis,night sweats,1,0.25
Acute kidney failure with lesion of tubular necrosis,cough,1,0.25
"Leukocytosis, unspecified",shortness of breath,1,0.14285714285714285
"Leukocytosis, unspecified",cough,1,0.14285714285714285
"Leukocytosis, unspecified",fatigue,1,0.14285714285714285
"Leukocytosis, unspecified",diarrhea,1,0.14285714285714285
"Leukocytosis, unspecified",headache,1,0.14285714285714285
"Leukocytosis, unspecified",abdominal pain,1,0.14285714285714285
"Leukocytosis, unspecified",night sweats,1,0.14285714285714285
"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",nausea and vomiting,1,0.3333333333333333
"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",rectal bleeding,1,0.3333333333333333
"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",fatigue,1,0.3333333333333333
"Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",diarrhea,1,0.5
"Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",shortness of breath,1,0.5
"Polyneuropathy, unspecified",diarrhea,1,1.0
Severe sepsis,fatigue,1,1.0
Secondary malignant neoplasm of other specified sites,shortness of breath,1,0.25
Secondary malignant neoplasm of other specified sites,nasal congestion,1,0.25
Secondary malignant neoplasm of other specified sites,wheezing,1,0.25
Secondary malignant neoplasm of other specified sites,cough,1,0.25
"Diastolic heart failure, unspecified",arm pain,1,0.125
"Diastolic heart failure, unspecified",fatigue,1,0.125
"Diastolic heart failure, unspecified",diarrhea,1,0.125
"Diastolic heart failure, unspecified",shoulder pain,1,0.125
"Diastolic heart failure, unspecified",headache,1,0.125
"Diastolic heart failure, unspecified",abdominal pain,1,0.125
"Diastolic heart failure, unspecified",numbness,1,0.125
"Diastolic heart failure, unspecified",joint pain,1,0.125
Other late effects of cerebrovascular disease,shortness of breath,1,0.5
Other late effects of cerebrovascular disease,cough,1,0.5
"Fall in (into) shower or empty bathtub, initial encounter",rectal bleeding,1,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",shortness of breath,1,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",dizziness,1,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",cough,1,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",diarrhea,1,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",headache,1,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",numbness,1,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",abdominal pain,1,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",night sweats,1,0.1111111111111111
"Bipolar disorder, unspecified",diarrhea,1,0.2
"Bipolar disorder, unspecified",nasal congestion,1,0.2
"Bipolar disorder, unspecified",abdominal pain,1,0.2
"Bipolar disorder, unspecified",dizziness,1,0.2
"Bipolar disorder, unspecified",leg pain,1,0.2
"Complications of transplanted organ, stem cell",shortness of breath,1,0.16666666666666666
"Complications of transplanted organ, stem cell",fatigue,1,0.16666666666666666
"Complications of transplanted organ, stem cell",cough,1,0.16666666666666666
"Complications of transplanted organ, stem cell",diarrhea,1,0.16666666666666666
"Complications of transplanted organ, stem cell",abdominal pain,1,0.16666666666666666
"Complications of transplanted organ, stem cell",night sweats,1,0.16666666666666666
"Asthma, unspecified type, unspecified",leg swelling,1,0.5
"Asthma, unspecified type, unspecified",cough,1,0.5
Other musculoskeletal symptoms referable to limbs,shortness of breath,1,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,cough,1,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,diarrhea,1,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,shoulder pain,1,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,headache,1,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,abdominal pain,1,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,night sweats,1,0.14285714285714285
Other abnormal blood chemistry,shortness of breath,1,0.14285714285714285
Other abnormal blood chemistry,cough,1,0.14285714285714285
Other abnormal blood chemistry,diarrhea,1,0.14285714285714285
Other abnormal blood chemistry,headache,1,0.14285714285714285
Other abnormal blood chemistry,abdominal pain,1,0.14285714285714285
Other abnormal blood chemistry,elevated liver enzymes,1,0.07142857142857142
Other abnormal blood chemistry,fatigue,1,0.07142857142857142
Other abnormal blood chemistry,numbness,1,0.07142857142857142
Other abnormal blood chemistry,wheezing,1,0.07142857142857142
Other long term (current) drug therapy,dizziness,1,0.5
Other long term (current) drug therapy,abdominal pain,1,0.5
Renal dialysis status,abdominal pain,1,0.1111111111111111
Renal dialysis status,cough,1,0.2222222222222222
Renal dialysis status,diarrhea,1,0.2222222222222222
Renal dialysis status,shortness of breath,1,0.1111111111111111
Renal dialysis status,nausea and vomiting,1,0.1111111111111111
Renal dialysis status,headache,1,0.1111111111111111
Renal dialysis status,night sweats,1,0.1111111111111111
Paralysis agitans,shortness of breath,1,0.5
Paralysis agitans,cough,1,0.5
"Open wound of finger(s), without mention of complication",shortness of breath,1,0.2
"Open wound of finger(s), without mention of complication",dizziness,1,0.2
"Open wound of finger(s), without mention of complication",cough,1,0.2
"Open wound of finger(s), without mention of complication",diarrhea,1,0.2
"Open wound of finger(s), without mention of complication",abdominal pain,1,0.2
Accidents occurring in residential institution,fatigue,1,0.14285714285714285
Accidents occurring in residential institution,abdominal pain,1,0.14285714285714285
Accidents occurring in residential institution,cough,1,0.2857142857142857
Accidents occurring in residential institution,diarrhea,1,0.14285714285714285
Accidents occurring in residential institution,shortness of breath,1,0.14285714285714285
Accidents occurring in residential institution,headache,1,0.14285714285714285
Other complications of intestinal pouch,abdominal pain,1,1.0
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,shortness of breath,1,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,cough,1,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,diarrhea,1,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,headache,1,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,abdominal pain,1,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,night sweats,1,0.16666666666666666
"Other disorders of muscle, ligament, and fascia",shortness of breath,1,0.2
"Other disorders of muscle, ligament, and fascia",dizziness,1,0.2
"Other disorders of muscle, ligament, and fascia",cough,1,0.2
"Other disorders of muscle, ligament, and fascia",headache,1,0.2
"Other disorders of muscle, ligament, and fascia",numbness,1,0.2
Occlusion and stenosis of right carotid artery,elbow pain,1,0.5
Occlusion and stenosis of right carotid artery,diarrhea,1,0.5
"Other diseases of bronchus, not elsewhere classified",shortness of breath,1,0.3333333333333333
"Other diseases of bronchus, not elsewhere classified",wheezing,1,0.3333333333333333
"Other diseases of bronchus, not elsewhere classified",abdominal pain,1,0.3333333333333333
"Poisoning by aromatic analgesics, not elsewhere classified",elevated liver enzymes,1,0.25
"Poisoning by aromatic analgesics, not elsewhere classified",ankle pain,1,0.25
"Poisoning by aromatic analgesics, not elsewhere classified",abdominal pain,1,0.25
"Poisoning by aromatic analgesics, not elsewhere classified",diarrhea,1,0.25
Nonrheumatic aortic (valve) stenosis,shortness of breath,1,0.2
Nonrheumatic aortic (valve) stenosis,fatigue,1,0.2
Nonrheumatic aortic (valve) stenosis,diarrhea,1,0.2
Nonrheumatic aortic (valve) stenosis,wheezing,1,0.2
Nonrheumatic aortic (valve) stenosis,abdominal pain,1,0.2
Mechanical complication of tracheostomy,wheezing,1,0.5
Mechanical complication of tracheostomy,cough,1,0.5
Obstructive chronic bronchitis without exacerbation,shortness of breath,1,0.3333333333333333
Obstructive chronic bronchitis without exacerbation,dizziness,1,0.3333333333333333
Obstructive chronic bronchitis without exacerbation,cough,1,0.3333333333333333
Personal history of malignant neoplasm of kidney,diarrhea,1,0.5
Personal history of malignant neoplasm of kidney,shoulder pain,1,0.5
"Acute myeloid leukemia, without mention of having achieved remission",shortness of breath,1,0.5
"Acute myeloid leukemia, without mention of having achieved remission",abdominal pain,1,0.5
"Unspecified osteomyelitis, ankle and foot",shortness of breath,1,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",cough,1,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",diarrhea,1,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",headache,1,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",abdominal pain,1,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",night sweats,1,0.16666666666666666
"Alopecia, unspecified",blood clots,1,0.5
"Alopecia, unspecified",fatigue,1,0.5
Cerebral edema,headache,1,1.0
Acute embolism and thrombosis of other specified veins,blood clots,1,0.25
Acute embolism and thrombosis of other specified veins,numbness,1,0.25
Acute embolism and thrombosis of other specified veins,cough,1,0.25
Acute embolism and thrombosis of other specified veins,shoulder pain,1,0.25
Hypercalcemia,nausea and vomiting,1,0.2
Hypercalcemia,fatigue,1,0.2
Hypercalcemia,cough,1,0.2
Hypercalcemia,headache,1,0.2
Hypercalcemia,abdominal pain,1,0.2
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",abdominal pain,1,1.0
Tracheostomy status,blood clots,1,1.0
Obstructive sleep apnea (adult)(pediatric),shortness of breath,1,0.2
Obstructive sleep apnea (adult)(pediatric),abdominal pain,1,0.4
Obstructive sleep apnea (adult)(pediatric),blood clots,1,0.2
Obstructive sleep apnea (adult)(pediatric),dizziness,1,0.2
"Malignant neoplasm of uterus, part unspecified",shortness of breath,1,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",cough,1,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",pelvic pain,1,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",diarrhea,1,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",headache,1,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",abdominal pain,1,0.16666666666666666
"Chronic kidney disease, unspecified",shortness of breath,1,0.15384615384615385
"Chronic kidney disease, unspecified",fatigue,1,0.07692307692307693
"Chronic kidney disease, unspecified",cough,1,0.15384615384615385
"Chronic kidney disease, unspecified",wheezing,1,0.07692307692307693
"Chronic kidney disease, unspecified",abdominal pain,1,0.23076923076923078
"Chronic kidney disease, unspecified",dizziness,1,0.07692307692307693
"Chronic kidney disease, unspecified",diarrhea,1,0.07692307692307693
"Chronic kidney disease, unspecified",headache,1,0.07692307692307693
"Chronic kidney disease, unspecified",night sweats,1,0.07692307692307693
