diagnosis,symptom,frequency
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",night sweats,0.16666666666666666
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",headache,0.16666666666666666
Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,cough,0.5
Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,shortness of breath,0.5
Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle,headache,1.0
Acute on chronic systolic heart failure,cough,0.3333333333333333
Acute on chronic systolic heart failure,shortness of breath,0.3333333333333333
Acute on chronic systolic heart failure,fatigue,0.3333333333333333
Trigeminal neuralgia,dizziness,0.14285714285714285
Trigeminal neuralgia,fatigue,0.14285714285714285
Trigeminal neuralgia,cough,0.14285714285714285
Trigeminal neuralgia,eosinophilia,0.14285714285714285
Trigeminal neuralgia,diarrhea,0.14285714285714285
Trigeminal neuralgia,shortness of breath,0.14285714285714285
Trigeminal neuralgia,headache,0.14285714285714285
"Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified",headache,1.0
Personal history of other diseases of the circulatory system,cough,0.25
Personal history of other diseases of the circulatory system,nasal congestion,0.25
Personal history of other diseases of the circulatory system,diarrhea,0.25
Personal history of other diseases of the circulatory system,shortness of breath,0.25
Chronic diastolic heart failure,diarrhea,0.1875
Chronic diastolic heart failure,nausea and vomiting,0.0625
Chronic diastolic heart failure,cough,0.125
Chronic diastolic heart failure,shortness of breath,0.125
Chronic diastolic heart failure,night sweats,0.125
Chronic diastolic heart failure,abdominal pain,0.125
Chronic diastolic heart failure,headache,0.125
Chronic diastolic heart failure,numbness,0.0625
Chronic diastolic heart failure,dizziness,0.0625
"Major depressive affective disorder, single episode, unspecified",wheezing,0.25
"Major depressive affective disorder, single episode, unspecified",cough,0.25
"Major depressive affective disorder, single episode, unspecified",abdominal pain,0.25
"Major depressive affective disorder, single episode, unspecified",diarrhea,0.25
Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause,cough,0.5
Unspecified place in unspecified non-institutional (private) residence as the place of occurrence of the external cause,shortness of breath,0.5
"Fall from other slipping, tripping, or stumbling",cough,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",shortness of breath,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",night sweats,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",diarrhea,0.2222222222222222
"Fall from other slipping, tripping, or stumbling",abdominal pain,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",headache,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",numbness,0.1111111111111111
"Fall from other slipping, tripping, or stumbling",hip pain,0.1111111111111111
Severe sepsis without septic shock,cough,1.0
Chronic combined systolic and diastolic heart failure,dizziness,1.0
Awaiting organ transplant status,cough,0.3333333333333333
Awaiting organ transplant status,nasal congestion,0.3333333333333333
Awaiting organ transplant status,dizziness,0.3333333333333333
Bacteremia,wheezing,0.2
Bacteremia,cough,0.2
Bacteremia,breast rash,0.2
Bacteremia,shortness of breath,0.2
Bacteremia,diarrhea,0.2
Psoriatic arthropathy,joint pain,0.1
Psoriatic arthropathy,blood clots,0.1
Psoriatic arthropathy,cough,0.1
Psoriatic arthropathy,shortness of breath,0.1
Psoriatic arthropathy,night sweats,0.1
Psoriatic arthropathy,diarrhea,0.1
Psoriatic arthropathy,hip pain,0.1
Psoriatic arthropathy,abdominal pain,0.1
Psoriatic arthropathy,foot pain,0.1
Psoriatic arthropathy,headache,0.1
Anemia in other chronic diseases classified elsewhere,cough,0.14285714285714285
Anemia in other chronic diseases classified elsewhere,abdominal pain,0.2857142857142857
Anemia in other chronic diseases classified elsewhere,night sweats,0.14285714285714285
Anemia in other chronic diseases classified elsewhere,diarrhea,0.14285714285714285
Anemia in other chronic diseases classified elsewhere,wheezing,0.14285714285714285
Anemia in other chronic diseases classified elsewhere,shortness of breath,0.14285714285714285
Diverticulosis of colon (without mention of hemorrhage),wheezing,0.2
Diverticulosis of colon (without mention of hemorrhage),cough,0.2
Diverticulosis of colon (without mention of hemorrhage),shortness of breath,0.2
Diverticulosis of colon (without mention of hemorrhage),diarrhea,0.2
Diverticulosis of colon (without mention of hemorrhage),abdominal pain,0.2
Right bundle branch block,cough,0.25
Right bundle branch block,shortness of breath,0.25
Right bundle branch block,dizziness,0.25
Right bundle branch block,fatigue,0.25
Personal history of other malignant neoplasm of stomach,cough,0.5
Personal history of other malignant neoplasm of stomach,diarrhea,0.5
Ulcer of other part of foot,foot pain,1.0
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],vaginal bleeding,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],wheezing,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],cough,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],diarrhea,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],night sweats,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],shortness of breath,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],abdominal pain,0.125
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],headache,0.125
"Edema, unspecified",numbness,0.16666666666666666
"Edema, unspecified",dizziness,0.16666666666666666
"Edema, unspecified",cough,0.16666666666666666
"Edema, unspecified",shortness of breath,0.16666666666666666
"Edema, unspecified",abdominal pain,0.16666666666666666
"Edema, unspecified",headache,0.16666666666666666
"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",diarrhea,0.25
"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",dizziness,0.25
"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",pelvic pain,0.25
"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",shortness of breath,0.25
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,cough,0.09090909090909091
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,diarrhea,0.18181818181818182
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,night sweats,0.18181818181818182
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,shortness of breath,0.18181818181818182
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,abdominal pain,0.18181818181818182
Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident,headache,0.18181818181818182
Acquired absence of both cervix and uterus,joint pain,0.09090909090909091
Acquired absence of both cervix and uterus,wheezing,0.09090909090909091
Acquired absence of both cervix and uterus,cough,0.18181818181818182
Acquired absence of both cervix and uterus,diarrhea,0.18181818181818182
Acquired absence of both cervix and uterus,night sweats,0.09090909090909091
Acquired absence of both cervix and uterus,shortness of breath,0.09090909090909091
Acquired absence of both cervix and uterus,abdominal pain,0.18181818181818182
Acquired absence of both cervix and uterus,dizziness,0.09090909090909091
Tubal pregnancy without intrauterine pregnancy,dizziness,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,vaginal bleeding,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,diarrhea,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,abdominal pain,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,vaginal discharge,0.16666666666666666
Tubal pregnancy without intrauterine pregnancy,headache,0.16666666666666666
Long QT syndrome,cough,0.3333333333333333
Long QT syndrome,diarrhea,0.3333333333333333
Long QT syndrome,fatigue,0.3333333333333333
Frequency of micturition,numbness,0.16666666666666666
Frequency of micturition,cough,0.16666666666666666
Frequency of micturition,diarrhea,0.16666666666666666
Frequency of micturition,night sweats,0.16666666666666666
Frequency of micturition,abdominal pain,0.16666666666666666
Frequency of micturition,headache,0.16666666666666666
"Fever, unspecified",cough,0.14285714285714285
"Fever, unspecified",diarrhea,0.14285714285714285
"Fever, unspecified",night sweats,0.14285714285714285
"Fever, unspecified",shortness of breath,0.14285714285714285
"Fever, unspecified",abdominal pain,0.14285714285714285
"Fever, unspecified",high white blood cell count,0.14285714285714285
"Fever, unspecified",headache,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",numbness,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",cough,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",shortness of breath,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",night sweats,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",hip pain,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",diarrhea,0.14285714285714285
"Spinal stenosis, lumbar region, with neurogenic claudication",headache,0.14285714285714285
Unspecified macular degeneration,cough,0.2
Unspecified macular degeneration,shortness of breath,0.2
Unspecified macular degeneration,runny nose,0.2
Unspecified macular degeneration,abdominal pain,0.2
Unspecified macular degeneration,headache,0.2
Other and unspecified Escherichia coli [E. coli],wheezing,0.125
Other and unspecified Escherichia coli [E. coli],cough,0.125
Other and unspecified Escherichia coli [E. coli],shortness of breath,0.125
Other and unspecified Escherichia coli [E. coli],diarrhea,0.125
Other and unspecified Escherichia coli [E. coli],night sweats,0.125
Other and unspecified Escherichia coli [E. coli],abdominal pain,0.125
Other and unspecified Escherichia coli [E. coli],breast lumps,0.125
Other and unspecified Escherichia coli [E. coli],headache,0.125
"Body mass index [BMI] 27.0-27.9, adult",abdominal pain,0.5
"Body mass index [BMI] 27.0-27.9, adult",vaginal discharge,0.5
"Chronic kidney disease, stage 4 (severe)",blood clots,0.5
"Chronic kidney disease, stage 4 (severe)",diarrhea,0.5
Dehydration,numbness,0.1
Dehydration,shortness of breath,0.2
Dehydration,diarrhea,0.1
Dehydration,nausea and vomiting,0.1
Dehydration,abdominal pain,0.1
Dehydration,cough,0.1
Dehydration,dizziness,0.1
Dehydration,headache,0.2
"Acute myeloblastic leukemia, in relapse",diarrhea,0.25
"Acute myeloblastic leukemia, in relapse",dizziness,0.25
"Acute myeloblastic leukemia, in relapse",fatigue,0.25
"Acute myeloblastic leukemia, in relapse",headache,0.25
Chronic hepatitis C with hepatic coma,cough,0.3333333333333333
Chronic hepatitis C with hepatic coma,numbness,0.3333333333333333
Chronic hepatitis C with hepatic coma,runny nose,0.3333333333333333
Umbilical hernia without mention of obstruction or gangrene,cough,0.5
Umbilical hernia without mention of obstruction or gangrene,abdominal pain,0.5
Neoplasm of uncertain behavior of other and unspecified male genital organs,shoulder pain,0.5
Neoplasm of uncertain behavior of other and unspecified male genital organs,leg pain,0.5
Acute kidney failure with lesion of tubular necrosis,cough,0.25
Acute kidney failure with lesion of tubular necrosis,abdominal pain,0.25
Acute kidney failure with lesion of tubular necrosis,night sweats,0.25
Acute kidney failure with lesion of tubular necrosis,headache,0.25
"Leukocytosis, unspecified",fatigue,0.14285714285714285
"Leukocytosis, unspecified",cough,0.14285714285714285
"Leukocytosis, unspecified",shortness of breath,0.14285714285714285
"Leukocytosis, unspecified",night sweats,0.14285714285714285
"Leukocytosis, unspecified",diarrhea,0.14285714285714285
"Leukocytosis, unspecified",abdominal pain,0.14285714285714285
"Leukocytosis, unspecified",headache,0.14285714285714285
"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",rectal bleeding,0.3333333333333333
"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",fatigue,0.3333333333333333
"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",nausea and vomiting,0.3333333333333333
"Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",diarrhea,0.5
"Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",shortness of breath,0.5
"Polyneuropathy, unspecified",diarrhea,1.0
Severe sepsis,fatigue,1.0
Secondary malignant neoplasm of other specified sites,wheezing,0.25
Secondary malignant neoplasm of other specified sites,cough,0.25
Secondary malignant neoplasm of other specified sites,nasal congestion,0.25
Secondary malignant neoplasm of other specified sites,shortness of breath,0.25
"Diastolic heart failure, unspecified",numbness,0.125
"Diastolic heart failure, unspecified",joint pain,0.125
"Diastolic heart failure, unspecified",fatigue,0.125
"Diastolic heart failure, unspecified",shoulder pain,0.125
"Diastolic heart failure, unspecified",arm pain,0.125
"Diastolic heart failure, unspecified",diarrhea,0.125
"Diastolic heart failure, unspecified",abdominal pain,0.125
"Diastolic heart failure, unspecified",headache,0.125
Other late effects of cerebrovascular disease,cough,0.5
Other late effects of cerebrovascular disease,shortness of breath,0.5
"Fall in (into) shower or empty bathtub, initial encounter",numbness,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",dizziness,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",cough,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",shortness of breath,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",night sweats,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",diarrhea,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",abdominal pain,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",rectal bleeding,0.1111111111111111
"Fall in (into) shower or empty bathtub, initial encounter",headache,0.1111111111111111
"Bipolar disorder, unspecified",nasal congestion,0.2
"Bipolar disorder, unspecified",diarrhea,0.2
"Bipolar disorder, unspecified",leg pain,0.2
"Bipolar disorder, unspecified",abdominal pain,0.2
"Bipolar disorder, unspecified",dizziness,0.2
"Complications of transplanted organ, stem cell",fatigue,0.16666666666666666
"Complications of transplanted organ, stem cell",cough,0.16666666666666666
"Complications of transplanted organ, stem cell",diarrhea,0.16666666666666666
"Complications of transplanted organ, stem cell",night sweats,0.16666666666666666
"Complications of transplanted organ, stem cell",shortness of breath,0.16666666666666666
"Complications of transplanted organ, stem cell",abdominal pain,0.16666666666666666
"Asthma, unspecified type, unspecified",cough,0.5
"Asthma, unspecified type, unspecified",leg swelling,0.5
Other musculoskeletal symptoms referable to limbs,cough,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,shoulder pain,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,shortness of breath,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,night sweats,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,diarrhea,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,abdominal pain,0.14285714285714285
Other musculoskeletal symptoms referable to limbs,headache,0.14285714285714285
Other abnormal blood chemistry,cough,0.14285714285714285
Other abnormal blood chemistry,shortness of breath,0.14285714285714285
Other abnormal blood chemistry,diarrhea,0.14285714285714285
Other abnormal blood chemistry,elevated liver enzymes,0.07142857142857142
Other abnormal blood chemistry,abdominal pain,0.14285714285714285
Other abnormal blood chemistry,headache,0.14285714285714285
Other abnormal blood chemistry,numbness,0.07142857142857142
Other abnormal blood chemistry,fatigue,0.07142857142857142
Other abnormal blood chemistry,wheezing,0.07142857142857142
Other long term (current) drug therapy,abdominal pain,0.5
Other long term (current) drug therapy,dizziness,0.5
Renal dialysis status,cough,0.2222222222222222
Renal dialysis status,abdominal pain,0.1111111111111111
Renal dialysis status,diarrhea,0.2222222222222222
Renal dialysis status,shortness of breath,0.1111111111111111
Renal dialysis status,night sweats,0.1111111111111111
Renal dialysis status,nausea and vomiting,0.1111111111111111
Renal dialysis status,headache,0.1111111111111111
Paralysis agitans,cough,0.5
Paralysis agitans,shortness of breath,0.5
"Open wound of finger(s), without mention of complication",dizziness,0.2
"Open wound of finger(s), without mention of complication",cough,0.2
"Open wound of finger(s), without mention of complication",diarrhea,0.2
"Open wound of finger(s), without mention of complication",shortness of breath,0.2
"Open wound of finger(s), without mention of complication",abdominal pain,0.2
Accidents occurring in residential institution,cough,0.2857142857142857
Accidents occurring in residential institution,abdominal pain,0.14285714285714285
Accidents occurring in residential institution,fatigue,0.14285714285714285
Accidents occurring in residential institution,diarrhea,0.14285714285714285
Accidents occurring in residential institution,shortness of breath,0.14285714285714285
Accidents occurring in residential institution,headache,0.14285714285714285
Other complications of intestinal pouch,abdominal pain,1.0
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,cough,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,shortness of breath,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,night sweats,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,diarrhea,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,abdominal pain,0.16666666666666666
Passenger in pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,headache,0.16666666666666666
"Other disorders of muscle, ligament, and fascia",numbness,0.2
"Other disorders of muscle, ligament, and fascia",dizziness,0.2
"Other disorders of muscle, ligament, and fascia",cough,0.2
"Other disorders of muscle, ligament, and fascia",shortness of breath,0.2
"Other disorders of muscle, ligament, and fascia",headache,0.2
Occlusion and stenosis of right carotid artery,elbow pain,0.5
Occlusion and stenosis of right carotid artery,diarrhea,0.5
"Other diseases of bronchus, not elsewhere classified",wheezing,0.3333333333333333
"Other diseases of bronchus, not elsewhere classified",abdominal pain,0.3333333333333333
"Other diseases of bronchus, not elsewhere classified",shortness of breath,0.3333333333333333
"Poisoning by aromatic analgesics, not elsewhere classified",ankle pain,0.25
"Poisoning by aromatic analgesics, not elsewhere classified",elevated liver enzymes,0.25
"Poisoning by aromatic analgesics, not elsewhere classified",abdominal pain,0.25
"Poisoning by aromatic analgesics, not elsewhere classified",diarrhea,0.25
Nonrheumatic aortic (valve) stenosis,fatigue,0.2
Nonrheumatic aortic (valve) stenosis,wheezing,0.2
Nonrheumatic aortic (valve) stenosis,diarrhea,0.2
Nonrheumatic aortic (valve) stenosis,shortness of breath,0.2
Nonrheumatic aortic (valve) stenosis,abdominal pain,0.2
Mechanical complication of tracheostomy,wheezing,0.5
Mechanical complication of tracheostomy,cough,0.5
Obstructive chronic bronchitis without exacerbation,cough,0.3333333333333333
Obstructive chronic bronchitis without exacerbation,shortness of breath,0.3333333333333333
Obstructive chronic bronchitis without exacerbation,dizziness,0.3333333333333333
Personal history of malignant neoplasm of kidney,shoulder pain,0.5
Personal history of malignant neoplasm of kidney,diarrhea,0.5
"Acute myeloid leukemia, without mention of having achieved remission",shortness of breath,0.5
"Acute myeloid leukemia, without mention of having achieved remission",abdominal pain,0.5
"Unspecified osteomyelitis, ankle and foot",cough,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",shortness of breath,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",night sweats,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",diarrhea,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",abdominal pain,0.16666666666666666
"Unspecified osteomyelitis, ankle and foot",headache,0.16666666666666666
"Alopecia, unspecified",blood clots,0.5
"Alopecia, unspecified",fatigue,0.5
Cerebral edema,headache,1.0
Acute embolism and thrombosis of other specified veins,shoulder pain,0.25
Acute embolism and thrombosis of other specified veins,numbness,0.25
Acute embolism and thrombosis of other specified veins,blood clots,0.25
Acute embolism and thrombosis of other specified veins,cough,0.25
Hypercalcemia,fatigue,0.2
Hypercalcemia,cough,0.2
Hypercalcemia,nausea and vomiting,0.2
Hypercalcemia,abdominal pain,0.2
Hypercalcemia,headache,0.2
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",abdominal pain,1.0
Tracheostomy status,blood clots,1.0
Obstructive sleep apnea (adult)(pediatric),abdominal pain,0.4
Obstructive sleep apnea (adult)(pediatric),shortness of breath,0.2
Obstructive sleep apnea (adult)(pediatric),blood clots,0.2
Obstructive sleep apnea (adult)(pediatric),dizziness,0.2
"Malignant neoplasm of uterus, part unspecified",pelvic pain,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",cough,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",shortness of breath,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",diarrhea,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",abdominal pain,0.16666666666666666
"Malignant neoplasm of uterus, part unspecified",headache,0.16666666666666666
"Chronic kidney disease, unspecified",cough,0.15384615384615385
"Chronic kidney disease, unspecified",shortness of breath,0.15384615384615385
"Chronic kidney disease, unspecified",fatigue,0.07692307692307693
"Chronic kidney disease, unspecified",wheezing,0.07692307692307693
"Chronic kidney disease, unspecified",abdominal pain,0.23076923076923078
"Chronic kidney disease, unspecified",dizziness,0.07692307692307693
"Chronic kidney disease, unspecified",diarrhea,0.07692307692307693
"Chronic kidney disease, unspecified",night sweats,0.07692307692307693
"Chronic kidney disease, unspecified",headache,0.07692307692307693
"Leakage of biological heart valve graft, initial encounter",cough,0.3333333333333333
"Leakage of biological heart valve graft, initial encounter",abdominal pain,0.3333333333333333
"Leakage of biological heart valve graft, initial encounter",shortness of breath,0.3333333333333333
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,joint pain,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,wheezing,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,cough,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,diarrhea,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,shortness of breath,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,fatigue,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,cough,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,shortness of breath,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,night sweats,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,diarrhea,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,abdominal pain,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,leg swelling,0.16666666666666666
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",cough,0.22727272727272727
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",shortness of breath,0.13636363636363635
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",night sweats,0.09090909090909091
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",diarrhea,0.18181818181818182
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",abdominal pain,0.09090909090909091
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",headache,0.09090909090909091
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",wheezing,0.045454545454545456
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",numbness,0.09090909090909091
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",runny nose,0.045454545454545456
"Systolic heart failure, unspecified",shortness of breath,1.0
Unspecified place in hospital as the place of occurrence of the external cause,cough,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,nasal congestion,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,diarrhea,0.16666666666666666
Unspecified place in hospital as the place of occurrence of the external cause,fatigue,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,blood clots,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,abdominal pain,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,dizziness,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,headache,0.16666666666666666
Unspecified place in hospital as the place of occurrence of the external cause,wheezing,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,shortness of breath,0.08333333333333333
Tobacco use,cough,0.2
Tobacco use,shortness of breath,0.2
Tobacco use,diarrhea,0.2
Tobacco use,leg pain,0.2
Tobacco use,abdominal pain,0.2
Other sequelae of chronic liver disease,elevated liver enzymes,0.5
Other sequelae of chronic liver disease,diarrhea,0.5
Personal history of other infectious and parasitic diseases,cough,0.2
Personal history of other infectious and parasitic diseases,shortness of breath,0.2
Personal history of other infectious and parasitic diseases,diarrhea,0.2
Personal history of other infectious and parasitic diseases,abdominal pain,0.2
Personal history of other infectious and parasitic diseases,high white blood cell count,0.2
Hypokalemia,cough,0.3333333333333333
Hypokalemia,abdominal pain,0.3333333333333333
Hypokalemia,diarrhea,0.3333333333333333
"Post-traumatic stress disorder, unspecified",cough,0.25
"Post-traumatic stress disorder, unspecified",abdominal pain,0.25
"Post-traumatic stress disorder, unspecified",diarrhea,0.25
"Post-traumatic stress disorder, unspecified",headache,0.25
Unspecified hemorrhoids without mention of complication,nasal congestion,0.1
Unspecified hemorrhoids without mention of complication,cough,0.1
Unspecified hemorrhoids without mention of complication,shoulder pain,0.1
Unspecified hemorrhoids without mention of complication,shortness of breath,0.1
Unspecified hemorrhoids without mention of complication,night sweats,0.1
Unspecified hemorrhoids without mention of complication,eye pain,0.1
Unspecified hemorrhoids without mention of complication,diarrhea,0.1
Unspecified hemorrhoids without mention of complication,muscle pain,0.1
Unspecified hemorrhoids without mention of complication,abdominal pain,0.1
Unspecified hemorrhoids without mention of complication,headache,0.1
Cachexia,numbness,0.14285714285714285
Cachexia,cough,0.14285714285714285
Cachexia,diarrhea,0.14285714285714285
Cachexia,night sweats,0.14285714285714285
Cachexia,shortness of breath,0.14285714285714285
Cachexia,abdominal pain,0.14285714285714285
Cachexia,headache,0.14285714285714285
Dysarthria,numbness,0.5
Dysarthria,headache,0.5
Peritoneal adhesions (postoperative) (postinfection),abdominal pain,0.5
Peritoneal adhesions (postoperative) (postinfection),vaginal discharge,0.25
Peritoneal adhesions (postoperative) (postinfection),vaginal bleeding,0.25
Malignant ascites,cough,0.2
Malignant ascites,shortness of breath,0.2
Malignant ascites,night sweats,0.2
Malignant ascites,diarrhea,0.2
Malignant ascites,headache,0.2
"Spinal stenosis, lumbar region",wheezing,1.0
"Chronic osteomyelitis, other specified sites",wheezing,0.14285714285714285
"Chronic osteomyelitis, other specified sites",cough,0.14285714285714285
"Chronic osteomyelitis, other specified sites",shortness of breath,0.14285714285714285
"Chronic osteomyelitis, other specified sites",night sweats,0.14285714285714285
"Chronic osteomyelitis, other specified sites",diarrhea,0.14285714285714285
"Chronic osteomyelitis, other specified sites",abdominal pain,0.14285714285714285
"Chronic osteomyelitis, other specified sites",headache,0.14285714285714285
Dissociative identity disorder,abdominal pain,0.5
Dissociative identity disorder,nausea and vomiting,0.5
Iron deficiency anemia secondary to blood loss (chronic),cough,0.25
Iron deficiency anemia secondary to blood loss (chronic),abdominal pain,0.25
Iron deficiency anemia secondary to blood loss (chronic),diarrhea,0.25
Iron deficiency anemia secondary to blood loss (chronic),fatigue,0.25
Supraventricular tachycardia,fatigue,0.1111111111111111
Supraventricular tachycardia,wheezing,0.2222222222222222
Supraventricular tachycardia,cough,0.1111111111111111
Supraventricular tachycardia,abdominal pain,0.1111111111111111
Supraventricular tachycardia,headache,0.1111111111111111
Supraventricular tachycardia,shortness of breath,0.2222222222222222
Supraventricular tachycardia,leg swelling,0.1111111111111111
Other disorders of phosphorus metabolism,dizziness,0.2
Other disorders of phosphorus metabolism,cough,0.2
Other disorders of phosphorus metabolism,nausea and vomiting,0.2
Other disorders of phosphorus metabolism,abdominal pain,0.2
Other disorders of phosphorus metabolism,headache,0.2
"Other malignant neoplasm of skin of lower limb, including hip",shortness of breath,0.25
"Other malignant neoplasm of skin of lower limb, including hip",abdominal pain,0.25
"Other malignant neoplasm of skin of lower limb, including hip",diarrhea,0.25
